areaType,areaName,areaCode,date,newPillarOneTestsByPublishDate,newPillarTwoTestsByPublishDate,newPillarThreeTestsByPublishDate,newPillarFourTestsByPublishDate,newTestsByPublishDate,cumPillarOneTestsByPublishDate,cumPillarTwoTestsByPublishDate,cumPillarThreeTestsByPublishDate,cumPillarFourTestsByPublishDate,cumTestsByPublishDate
overview,United Kingdom,K02000001,2021-09-19,65384,1049427,36,7682,1122529,38019279,242181054,2332361,10270066,292802760
overview,United Kingdom,K02000001,2021-09-18,64595,605833,82,23374,693884,37953895,241095039,2332325,10262285,291643544
overview,United Kingdom,K02000001,2021-09-17,81917,781550,342,28944,892753,37889300,240455396,2332243,10238911,290915850
overview,United Kingdom,K02000001,2021-09-16,97943,927322,537,19042,1044844,37807383,239605432,2331901,10209967,289954683
overview,United Kingdom,K02000001,2021-09-15,108379,1002469,528,23054,1134430,37681423,238583315,2331364,10190925,288787027
overview,United Kingdom,K02000001,2021-09-14,110341,770830,445,3797,885413,37573044,237513079,2329421,10157722,287573266
overview,United Kingdom,K02000001,2021-09-13,96803,962342,281,16180,1075606,37462703,236645522,2328976,10130311,286567512
overview,United Kingdom,K02000001,2021-09-12,78168,980638,206,11785,1070797,37365900,235531685,2328695,10114131,285340411
overview,United Kingdom,K02000001,2021-09-11,69298,638454,296,14703,722751,37287732,234504879,2328489,10102262,284223362
overview,United Kingdom,K02000001,2021-09-10,86923,982853,619,2418,1072813,37218434,233795337,2328193,10087559,283429523
overview,United Kingdom,K02000001,2021-09-09,91768,1127401,832,14442,1234443,37131514,232671133,2327574,10085141,282215362
overview,United Kingdom,K02000001,2021-09-08,99814,1131979,555,16054,1248402,37019547,231391962,2326742,10070699,280808950
overview,United Kingdom,K02000001,2021-09-07,113908,1039565,668,28975,1183116,36919734,230102692,2324473,10054645,279401544
overview,United Kingdom,K02000001,2021-09-06,99257,1260157,504,12738,1372656,36805827,228905450,2323805,9998589,278033671
overview,United Kingdom,K02000001,2021-09-05,77151,939716,196,7140,1024203,36706570,227508918,2323301,9985851,276524640
overview,United Kingdom,K02000001,2021-09-04,74719,658724,334,12989,746766,36629420,226514895,2323105,9978642,275446062
overview,United Kingdom,K02000001,2021-09-03,78812,1100441,654,12103,1192010,36554703,225794192,2322771,9965653,274637319
overview,United Kingdom,K02000001,2021-09-02,88912,1061134,1240,10421,1161707,36475891,224591147,2322117,9953550,273342705
overview,United Kingdom,K02000001,2021-09-01,98332,920455,859,9808,1029454,36346995,223436352,2320877,9943129,272047353
overview,United Kingdom,K02000001,2021-08-31,100053,820015,610,12802,933480,36248663,222453065,2319360,9933321,270954409
overview,United Kingdom,K02000001,2021-08-30,78719,599551,95,14471,692836,36148610,221581125,2318750,9883518,269932003
overview,United Kingdom,K02000001,2021-08-29,70373,627355,73,13419,711220,36069891,220937319,2318655,9869047,269194912
overview,United Kingdom,K02000001,2021-08-28,56600,631023,172,10008,697803,35999518,220281722,2318582,9855501,268455323
overview,United Kingdom,K02000001,2021-08-27,79020,805752,791,10417,895980,35942918,219617073,2318410,9845493,267723894
overview,United Kingdom,K02000001,2021-08-26,84014,864159,952,5999,955124,35863898,218767485,2317619,9835076,266784078
overview,United Kingdom,K02000001,2021-08-25,96534,820255,1292,13511,931592,35749654,217859079,2316667,9829077,265754477
overview,United Kingdom,K02000001,2021-08-24,111655,627967,947,12920,753489,35653120,217000229,2314751,9815566,264783666
overview,United Kingdom,K02000001,2021-08-23,94339,650769,686,17610,763404,35541466,216332386,2313804,9763752,263951408
overview,United Kingdom,K02000001,2021-08-22,75156,593332,128,11599,680215,35447127,215633828,2313118,9746142,263140215
overview,United Kingdom,K02000001,2021-08-21,68414,566185,367,4362,639328,35371971,215013756,2312990,9734382,262433099
overview,United Kingdom,K02000001,2021-08-20,85818,662511,944,17576,766849,35303557,214433680,2312623,9730020,261779880
overview,United Kingdom,K02000001,2021-08-19,82932,733886,1179,8982,826979,35217739,213735546,2311679,9712444,260977408
overview,United Kingdom,K02000001,2021-08-18,100097,689558,1113,16199,806967,35111331,212960303,2310500,9703462,260085596
overview,United Kingdom,K02000001,2021-08-17,108560,612164,1300,11210,733234,34991482,212236668,2308381,9687263,259223794
overview,United Kingdom,K02000001,2021-08-16,95435,614052,905,9707,720099,34882922,211586303,2307081,9641284,258417590
overview,United Kingdom,K02000001,2021-08-15,70617,591502,30,13374,675523,34787487,210923890,2306176,9631577,257649130
overview,United Kingdom,K02000001,2021-08-14,67813,568907,381,12528,649629,34716870,210332388,2306146,9618067,256973471
overview,United Kingdom,K02000001,2021-08-13,84775,723670,1051,13761,823257,34649057,209763481,2305765,9605539,256323842
overview,United Kingdom,K02000001,2021-08-12,85479,715870,1312,13359,816020,34564282,208991443,2304714,9591778,255452217
overview,United Kingdom,K02000001,2021-08-11,98062,723848,1338,16407,839655,34447241,208233501,2303402,9578419,254562563
overview,United Kingdom,K02000001,2021-08-10,105857,630698,1336,11336,749227,34349179,207474910,2301893,9562012,253687994
overview,United Kingdom,K02000001,2021-08-09,93404,641439,981,11029,746853,34243322,206804242,2300557,9550629,252898750
overview,United Kingdom,K02000001,2021-08-08,71646,606469,63,12763,690941,34149918,206111257,2299576,9507056,252067807
overview,United Kingdom,K02000001,2021-08-07,66309,573554,551,12989,653403,34078273,205475866,2299513,9494270,251347922
