date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-11-15,NV,120183,762340,,1025,,243,,120,,2601,A+,2020-11-15 00:00:00,01447a902211fcb437c25fbb13fe91ab22b0c5b9,2020-11-15T00:00:00Z,1909,,882523,1426082,882523,32,1,0,3508,1177,12629,32,US-NV,2020-11-18 00:05:27,US
2020-11-15,NY,560200,16192078,,1845,89995,378,,158,,81788,B,2020-11-14 23:59:00,aee6c2ef4c84bf16241c40934033c20f2b88d2d6,2020-11-14T23:59:00Z,26133,89995,16752278,16752278,16752278,36,30,0,129553,3649,133202,36,US-NY,2020-11-18 00:05:27,US
2020-11-15,OH,298096,4963930,,3175,22265,755,4204,368,,202937,A+,2020-11-15 14:00:00,55a5b979a67cb2b4c0c81b9e3d81e8a63756687f,2020-11-15T14:00:00Z,5722,22265,5262026,5262026,5262026,39,8,189,59158,7853,67011,39,US-OH,2020-11-18 00:05:27,US
2020-11-15,OK,154128,1653599,7999,1247,10372,362,,,,124793,A+,2020-11-15 00:00:00,4ebaa91ba72b7bfd02e69fbc66bf638f49229789,2020-11-15T00:00:00Z,1528,10372,1815726,1807727,1807727,40,12,101,0,3923,3923,40,US-OK,2020-11-18 00:05:27,US
2020-11-15,OR,56880,901099,,356,3628,70,,30,,5870,A+,2020-11-15 03:01:00,9103272295afea07a1ed7097bab55e92a75ab45b,2020-11-15T03:01:00Z,761,3628,957979,957979,957979,41,2,0,5552,862,6414,41,US-OR,2020-11-18 00:05:27,US
2020-11-15,PA,265137,2559496,,2440,,531,,265,,178070,A+,2020-11-15 12:00:00,fd90822dce83cd04ed026b3765e0ddeae1983b51,2020-11-15T12:00:00Z,9312,,2824633,2824633,2824633,42,38,0,21349,5199,26548,95,US-UM,2020-11-18 00:05:27,US
2020-11-15,PA,265137,2559496,,2440,,531,,265,,178070,A+,2020-11-15 12:00:00,fd90822dce83cd04ed026b3765e0ddeae1983b51,2020-11-15T12:00:00Z,9312,,2824633,2824633,2824633,42,38,0,21349,5199,26548,42,US-PA,2020-11-18 00:05:27,US
2020-11-15,PR,42479,305972,,515,,90,,66,,35472,B,2020-11-15 00:00:00,c8e3bfa72a7b2032e7d6b242e6a921e9bc5bf0f6,2020-11-15T00:00:00Z,935,,348451,348451,348451,72,14,0,0,707,707,72,US-PR,2020-11-18 00:05:27,US
2020-11-15,RI,43442,440141,,256,3857,21,,12,,3172,A+,2020-11-16 13:42:00,aed8ec765845be80319d60eb270fc0a6ab42bb3d,2020-11-16T13:42:00Z,1265,3857,483583,1349522,483583,44,8,28,2427,679,13763,44,US-RI,2020-11-18 00:05:27,US
2020-11-15,SC,195507,1895082,,752,11211,192,,86,,101388,A+,2020-11-14 11:59:00,a3dc2a5d103f6d8d02e950d1c8d0235e8c11ef28,2020-11-14T11:59:00Z,4112,11211,2090589,2090589,2090589,45,2,29,16956,1493,18449,45,US-SC,2020-11-18 00:05:27,US
2020-11-15,SD,65381,228733,,553,3644,100,,49,,45377,A+,2020-11-14 14:00:00,a0311b4954b4f92d34ba112dc8bbfbcd66fd6c66,2020-11-14T14:00:00Z,644,3644,294114,294114,294114,46,23,46,1092,1199,2291,46,US-SD,2020-11-18 00:05:27,US
2020-11-15,TN,310937,3789392,,1972,11141,529,,224,,270091,A+,2020-11-15 15:00:00,380fcdeea9201eb5b511996c2245f9a12f058197,2020-11-15T15:00:00Z,3893,11141,4100329,4100329,4100329,47,16,25,40211,5817,46028,47,US-TN,2020-11-18 00:05:27,US
2020-11-15,TX,1020721,8350722,,7274,,2047,,,,871784,A,2020-11-15 20:20:00,834e6d84a372844dbfc123ea45c53cbcdbe5106f,2020-11-15T20:20:00Z,19559,,9371443,9371443,9371443,48,89,0,129500,6561,136061,48,US-TX,2020-11-18 00:05:27,US
2020-11-15,UT,153808,1035460,,502,6769,186,1298,,487,104317,A+,2020-11-15 12:08:00,a8aa4524697473dbd1d706e764f02d04d30a22d1,2020-11-15T12:08:00Z,718,6769,1189268,1601793,1189268,49,8,93,5877,2667,13039,49,US-UT,2020-11-18 00:05:27,US
2020-11-15,VA,201960,2737283,278,1284,23536,252,,120,,22252,A+,2020-11-14 17:00:00,09890baa7bea844f9e61a84e4f835c530fe6d11a,2020-11-14T17:00:00Z,3800,23536,2939521,2920737,2939243,51,1,32,32765,1161,33735,51,US-VA,2020-11-18 00:05:27,US
2020-11-15,VI,1434,24635,41,,,,,,,1370,D,2020-11-14 07:10:00,514e36d48e0fe1861a7c0d6c68d4219e4376de47,2020-11-14T07:10:00Z,23,,26110,26069,26069,78,0,0,0,0,0,78,US-VI,2020-11-18 00:05:27,US
2020-11-15,VT,2889,197415,,20,,1,,,,2023,B,2020-11-14 23:59:00,e37d3626c12744b006bdf1bc137e4774b9476bc6,2020-11-14T23:59:00Z,59,,200304,474928,200304,50,0,0,632,46,6894,50,US-VT,2020-11-18 00:05:27,US
2020-11-15,WA,127731,2621051,,569,9281,,,75,,,B,2020-11-14 02:59:00,2acf46b1d98cca825fabf96c721bc1aaf02a3907,2020-11-14T02:59:00Z,2519,9281,2748782,2748782,2748782,53,0,15,24462,2233,26695,53,US-WA,2020-11-18 00:05:27,US
2020-11-15,WI,329924,2001239,197,2097,14381,446,1665,,,240075,A+,2020-11-15 00:00:00,5268b3be3f25c618eb7a68df2627aefa45f8279f,2020-11-15T00:00:00Z,2751,14381,2331360,3865176,2331163,55,12,155,11919,6320,42769,79,US-UM,2020-11-18 00:05:27,US
2020-11-15,WI,329924,2001239,197,2097,14381,446,1665,,,240075,A+,2020-11-15 00:00:00,5268b3be3f25c618eb7a68df2627aefa45f8279f,2020-11-15T00:00:00Z,2751,14381,2331360,3865176,2331163,55,12,155,11919,6320,42769,55,US-WI,2020-11-18 00:05:27,US
2020-11-15,WV,33659,893220,,365,,113,,36,,23077,B,2020-11-14 23:59:00,563fecf76d8c69d4d46bffa7e142b5ddd1fe070a,2020-11-14T23:59:00Z,582,,926879,926879,926879,54,8,0,10356,867,11223,54,US-WV,2020-11-18 00:05:27,US
2020-11-15,WY,22494,130208,,189,580,,,,,12453,B,2020-11-15 12:03:00,6bfc74fa058cc0c73c6435e179f16999169797a5,2020-11-15T12:03:00Z,144,580,152702,152702,152702,56,0,0,0,613,613,56,US-WY,2020-11-18 00:05:27,US
2020-11-14,AK,22020,840244,,125,543,,,11,,7162,A,2020-11-14 03:59:00,43c24579a6b090b75af78aebcadb7eb4fb5491e8,2020-11-14T03:59:00Z,98,543,862264,862264,862264,2,2,1,16864,734,17598,2,US-AK,2020-11-18 00:05:27,US
2020-11-14,AL,215843,1271260,,1120,22275,,2151,,1244,88038,A,2020-11-14 11:00:00,1063ee1523d64fc0d16f9e585811ade9bc1de18b,2020-11-14T11:00:00Z,3246,22275,1487103,1453155,1487103,1,15,0,10660,2226,12280,1,US-AL,2020-11-18 00:05:27,US
2020-11-14,AR,130318,1367077,,799,7847,291,,114,894,112383,A+,2020-11-14 00:00:00,2716c9f7fc491cc9cba49944f1bd51db338b5fdd,2020-11-14T00:00:00Z,2148,7847,1497395,1483864,1497395,5,0,30,0,0,0,5,US-AR,2020-11-18 00:05:27,US
2020-11-14,AS,0,1768,,,,,,,,,D,2020-11-01 00:00:00,cee0c67a3517a0c5fc7e7c18571f82ae7ec7510c,2020-11-01T00:00:00Z,0,,1768,1768,1768,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-11-14,AZ,273053,1695606,,1470,22937,362,,189,,45036,A+,2020-11-14 00:00:00,e11548e63ec5404c5a2f79bd29224bb080a063d5,2020-11-14T00:00:00Z,6300,22937,1968659,1961414,1968659,4,43,117,15344,3476,18698,4,US-AZ,2020-11-18 00:05:27,US
2020-11-14,CA,1008377,19663219,,4212,,1024,,,,,B,2020-11-14 02:59:00,81eecdbd1ecc5beb8d948d396ded7fa0842e0853,2020-11-14T02:59:00Z,18218,,20671596,20671596,20671596,6,81,0,183221,9875,193096,6,US-CA,2020-11-18 00:05:27,US
2020-11-14,CO,154038,1269863,,1315,10861,,,,,9352,A,2020-11-13 01:59:00,3d51fba4c00af337aa1721e5acaf8fbf3955d71b,2020-11-13T01:59:00Z,2234,10861,1423901,2443599,1423901,8,0,264,17213,6439,51797,8,US-CO,2020-11-18 00:05:27,US
2020-11-14,CT,88645,2618022,,659,12257,,,,,9800,C,2020-11-12 20:30:00,f1199f6291f71dc0940e115b0a5719a08326f196,2020-11-12T20:30:00Z,4737,12257,2706667,2706667,2706667,9,0,0,0,0,0,9,US-CT,2020-11-18 00:05:27,US
2020-11-14,DC,18814,564505,,113,,34,,16,,14160,A+,2020-11-13 00:00:00,cb7370a153264c8f525023a4c26808e8122ae42d,2020-11-13T00:00:00Z,658,,583319,583319,583319,11,1,0,5570,148,5718,11,US-DC,2020-11-18 00:05:27,US
2020-11-14,DE,28395,348969,,132,,23,,,,14727,A+,2020-11-13 18:00:00,a899b3a48cc2f715b9a4eddbd1443ada661e9f50,2020-11-13T18:00:00Z,736,,377364,616447,377364,10,2,0,1762,379,7673,10,US-DE,2020-11-18 00:05:27,US
2020-11-14,FL,862990,5691962,5138,3151,52441,,,,,,A,2020-11-13 23:59:00,0a817b674b2dc6961bd0e61839f64be10fb5e4b6,2020-11-13T23:59:00Z,17704,52441,6560090,10899389,6554952,12,45,278,27562,4405,37613,12,US-FL,2020-11-18 00:05:27,US
2020-11-14,GA,384997,3480942,,2050,33216,,6220,,,,A+,2020-11-14 14:50:00,1d2f341f0272f9313d4b6cff182e615cbdb4ecf6,2020-11-14T14:50:00Z,8956,33216,3865939,3865939,3865939,13,51,127,24897,2492,27389,13,US-GA,2020-11-18 00:05:27,US
2020-11-14,GU,5965,70792,,76,,21,,10,,3942,A,2020-11-14 04:05:00,b1f527d543ff69fc27c0407389a1c1abc4bbe89f,2020-11-14T04:05:00Z,93,,76757,76757,76757,66,0,0,424,41,465,66,US-GU,2020-11-18 00:05:27,US
2020-11-14,HI,16652,295153,,63,1194,14,,1,,11958,B,2020-11-13 21:00:00,cec4cb439623a0fc781bdb5a4522870c1cb6383c,2020-11-13T21:00:00Z,222,1194,311805,589797,311805,15,0,7,0,118,4860,84,US-UM,2020-11-18 00:05:27,US
2020-11-14,HI,16652,295153,,63,1194,14,,1,,11958,B,2020-11-13 21:00:00,cec4cb439623a0fc781bdb5a4522870c1cb6383c,2020-11-13T21:00:00Z,222,1194,311805,589797,311805,15,0,7,0,118,4860,15,US-HI,2020-11-18 00:05:27,US
2020-11-14,IA,163728,816158,,1261,,246,,107,,107541,A+,2020-11-14 00:00:00,def92d32a9c963b35ced74942ac22c0294396d14,2020-11-14T00:00:00Z,1972,,979886,979886,979886,19,24,0,4149,4093,8242,19,US-IA,2020-11-18 00:05:27,US
2020-11-14,ID,79798,356065,,395,3102,96,602,,,34482,A,2020-11-13 19:00:00,29eca58ef8547cbfa5355252001fa49748ddc73c,2020-11-13T19:00:00Z,752,3102,435863,424415,435863,16,3,41,2362,1519,3632,16,US-ID,2020-11-18 00:05:27,US
2020-11-14,IL,562985,8423025,,5415,,1018,,499,,,A,2020-11-14 00:00:00,f438286ae3481e9c535dad5b8cf68776359fc927,2020-11-14T00:00:00Z,11088,,8986010,8986010,8986010,17,197,0,103342,11028,114370,17,US-IL,2020-11-18 00:05:27,US
2020-11-14,IN,244887,1673064,,2634,20383,689,3869,227,,146000,A+,2020-11-13 11:59:00,0b8c851a967592324e94f5269169ce4536d1974c,2020-11-13T11:59:00Z,4888,20383,1917951,3482745,1917951,18,25,295,16559,8322,68372,18,US-IN,2020-11-18 00:05:27,US
2020-11-14,KS,115507,591280,,811,4327,211,1184,74,348,2960,A+,2020-11-13 10:00:00,b88b40ef8fecb2c83d3d75e0783cbf2762f83a06,2020-11-13T10:00:00Z,1256,4327,706787,706787,706787,20,0,0,0,0,0,20,US-KS,2020-11-18 00:05:27,US
2020-11-14,KY,136137,2081184,,1378,8783,308,2222,167,,24329,B,2020-11-14 00:00:00,c9329a73fcd00bd443b6e95b1a21685173dc2fe6,2020-11-14T00:00:00Z,1658,8783,2217321,2194098,2217321,21,11,131,17897,3293,20574,21,US-KY,2020-11-18 00:05:27,US
2020-11-14,LA,201981,2790487,,692,,,,62,,176107,A,2020-11-13 13:00:00,c6f6a4b29bbdb9ec12a119d0270f91df8d77efc0,2020-11-13T13:00:00Z,6121,,2992468,2992468,2992468,22,0,0,0,0,0,22,US-LA,2020-11-18 00:05:27,US
2020-11-14,MA,186142,2838585,,705,13588,151,,71,,137422,A+,2020-11-14 08:00:00,2b0b5fe2f957e1c0eea08d6f94a80469ccc45fb2,2020-11-14T08:00:00Z,10293,13588,3024727,7197095,3024727,25,28,0,24951,3047,111066,25,US-MA,2020-11-18 00:05:27,US
2020-11-14,MD,164090,1934079,,921,18458,218,,,,8362,A,2020-11-14 10:00:00,92c3d4281e356944e9b6e96f5d901cccbfcc0823,2020-11-14T10:00:00Z,4293,18458,2098169,3831159,2098169,24,20,177,11546,2321,37627,24,US-MD,2020-11-18 00:05:27,US
2020-11-14,ME,8791,725771,,67,572,23,,7,,6597,A+,2020-11-13 23:59:00,17077768f5fe494c64ac9d038ed76d43c90b482a,2020-11-13T23:59:00Z,163,572,734562,734562,734562,23,1,6,0,152,152,23,US-ME,2020-11-18 00:05:27,US
2020-11-14,MI,275792,5416792,,3241,,660,,272,,138862,A+,2020-11-14 00:00:00,f553206906c9d9ab1fe172fc83d2e884a3c1391f,2020-11-14T00:00:00Z,8376,,5692584,5692584,5692584,26,68,0,62002,7430,69432,71,US-UM,2020-11-18 00:05:27,US
2020-11-14,MI,275792,5416792,,3241,,660,,272,,138862,A+,2020-11-14 00:00:00,f553206906c9d9ab1fe172fc83d2e884a3c1391f,2020-11-14T00:00:00Z,8376,,5692584,5692584,5692584,26,68,0,62002,7430,69432,26,US-MI,2020-11-18 00:05:27,US
2020-11-14,MN,216028,1903051,,1424,12915,293,3155,,,167234,A,2020-11-13 17:00:00,2692c9ef4b8b675b6cd9411f9d57bf6876ac1bb1,2020-11-13T17:00:00Z,2874,12915,2119079,3302499,2119079,27,35,271,14877,8689,50948,27,US-MN,2020-11-18 00:05:27,US
2020-11-14,MO,235722,1425308,,2447,,507,,272,,,A+,2020-11-14 00:59:00,8073dd58e1eca6fd53df9ad4ed395483b2654952,2020-11-14T00:59:00Z,3373,,1661030,2769085,1661030,29,14,0,6937,6346,26153,29,US-MO,2020-11-18 00:05:27,US
2020-11-14,MP,100,16467,,,4,,,,,29,D,2020-11-13 00:00:00,7e0186ba07a07d49d710186250a5be55cda0fb19,2020-11-13T00:00:00Z,2,4,16567,16567,16567,69,0,0,0,0,0,69,US-MP,2020-11-18 00:05:27,US
2020-11-14,MS,133340,873863,,778,6914,185,,96,,111430,A+,2020-11-13 00:00:00,9dc73a5fa6772c7ff6718db96e0a21ab3c5af075,2020-11-13T00:00:00Z,3540,6914,1007203,1007203,1007203,28,21,0,0,1370,1370,28,US-MS,2020-11-18 00:05:27,US
2020-11-14,MT,45886,523808,,435,2042,,,,,27472,B,2020-11-14 01:59:00,22d7b531fd984b3307a6a18e40cadb0e27d5f852,2020-11-14T01:59:00Z,514,2042,569694,569694,569694,30,37,486,1508,1642,3150,30,US-MT,2020-11-18 00:05:27,US
2020-11-14,NC,309118,4282407,,1425,,347,,,,261719,A+,2020-11-14 12:00:00,d38c112e20dc16f58d029b7cfefed49cc666e882,2020-11-14T12:00:00Z,4756,,4591525,4591525,4591525,37,36,0,50873,3885,54758,37,US-NC,2020-11-18 00:05:27,US
2020-11-14,ND,62872,259356,,425,2153,47,367,,,50835,B,2020-11-14 01:59:00,afcdb2717bb073395abf38f30569cb864a0fd727,2020-11-14T01:59:00Z,570,2153,322228,955475,322228,38,0,33,1220,2270,13350,38,US-ND,2020-11-18 00:05:27,US
2020-11-14,NE,94922,561037,,918,3522,,,,,51928,A,2020-11-13 22:00:00,9ca4664cdcdee4f01ed4f26a7d85bc8467057e99,2020-11-13T22:00:00Z,775,3522,655959,1117259,655959,31,19,62,2931,2369,14882,31,US-NE,2020-11-18 00:05:27,US
2020-11-14,NH,14311,367101,,68,804,,266,,,10842,B,2020-11-14 09:00:00,8d0f181cf09571137c183c4e90437d74e39cad30,2020-11-14T09:00:00Z,499,804,381412,690359,381412,33,1,-7,2725,382,0,33,US-NH,2020-11-18 00:05:27,US
2020-11-14,NJ,274736,4935991,,2000,38936,370,,134,,39253,A,2020-11-14 00:00:00,0b8206a4ba58d0e3afc9d44e6fd2802d35acfdf7,2020-11-14T00:00:00Z,16548,38936,5210727,5210727,5210727,34,26,70,37143,4353,41496,34,US-NJ,2020-11-18 00:05:27,US
2020-11-14,NM,62006,1286188,,455,5472,,,,,24449,A,2020-11-13 17:50:00,b1cd7da79b6ce0efec759f5167c0162c4d629a68,2020-11-13T17:50:00Z,1198,5472,1348194,1348194,1348194,35,22,64,16561,1230,17791,35,US-NM,2020-11-18 00:05:27,US
2020-11-14,NV,119006,758832,,1025,,243,,120,,2601,A+,2020-11-14 00:00:00,42919b82f803de92341c5a3f8d489ed5f75f1177,2020-11-14T00:00:00Z,1908,,877838,1413453,877838,32,15,0,4564,2269,25167,32,US-NV,2020-11-18 00:05:27,US
2020-11-14,NY,556551,16062525,,1788,89995,367,,146,,81585,B,2020-11-13 23:59:00,3e94705ee959121ed6e4bc2196d2872e8fa05860,2020-11-13T23:59:00Z,26103,89995,16619076,16619076,16619076,36,24,0,178774,5388,184162,36,US-NY,2020-11-18 00:05:27,US
2020-11-14,OH,290243,4904772,,3104,22076,767,4187,356,,200715,A+,2020-11-14 14:00:00,33bae708e2fbcd60d215edf4c2d5a197a82bcc31,2020-11-14T14:00:00Z,5714,22076,5195015,5195015,5195015,39,14,220,54519,7715,62234,39,US-OH,2020-11-18 00:05:27,US
2020-11-14,OK,150205,1653599,7999,1247,10271,362,,,,123333,A+,2020-11-14 00:00:00,f1385744764a8befefe8f6fbc096676009112f3b,2020-11-14T00:00:00Z,1516,10271,1811803,1803804,1803804,40,23,165,9934,2847,12781,40,US-OK,2020-11-18 00:05:27,US
2020-11-14,OR,56018,895547,,356,3628,70,,30,,5870,A+,2020-11-14 03:01:00,586ba6a86eb3c87890135edf8fb938bc4118f04b,2020-11-14T03:01:00Z,759,3628,951565,951565,951565,41,6,0,7337,1081,8418,41,US-OR,2020-11-18 00:05:27,US
2020-11-14,PA,259938,2538147,,2374,,518,,248,,178070,A+,2020-11-14 14:00:00,6700978827ba8044233903261601200dc27edfde,2020-11-14T14:00:00Z,9274,,2798085,2798085,2798085,42,50,0,14163,5551,19714,95,US-UM,2020-11-18 00:05:27,US
2020-11-14,PA,259938,2538147,,2374,,518,,248,,178070,A+,2020-11-14 14:00:00,6700978827ba8044233903261601200dc27edfde,2020-11-14T14:00:00Z,9274,,2798085,2798085,2798085,42,50,0,14163,5551,19714,42,US-PA,2020-11-18 00:05:27,US
2020-11-14,PR,41772,305972,,539,,79,,62,,35074,B,2020-11-14 00:00:00,28585d39bcfc9849a99ac92cf51d7f26844d9f0a,2020-11-14T00:00:00Z,921,,347744,347744,347744,72,7,0,0,653,653,72,US-PR,2020-11-18 00:05:27,US
2020-11-14,RI,42763,437714,,258,3829,23,,15,,3147,A+,2020-11-16 13:42:00,ebaba324d50159cef1493d4cb942d8ea1d4e2293,2020-11-16T13:42:00Z,1257,3829,480477,1335759,480477,44,3,73,2313,1234,20376,44,US-RI,2020-11-18 00:05:27,US
2020-11-14,SC,194014,1878126,,781,11182,183,,93,,100742,A+,2020-11-13 23:59:00,d16fc67e6b6be2d594a50db8b5e34c2fab8ab68e,2020-11-13T23:59:00Z,4110,11182,2072140,2072140,2072140,45,9,35,39233,1913,41146,45,US-SC,2020-11-18 00:05:27,US
2020-11-14,SD,64182,227641,,549,3598,92,,45,,44814,A+,2020-11-13 14:00:00,a9f98c55f01f9ba84dd79a47ddd711c018788d10,2020-11-13T14:00:00Z,621,3598,291823,291823,291823,46,53,58,1307,1855,3162,46,US-SD,2020-11-18 00:05:27,US
2020-11-14,TN,305120,3749181,,2083,11116,533,,225,,268368,A+,2020-11-14 15:00:00,fc7a217e12a07617738c0a57bf165fc0f0fa5cc4,2020-11-14T15:00:00Z,3877,11116,4054301,4054301,4054301,47,25,61,30190,4662,34852,47,US-TN,2020-11-18 00:05:27,US
2020-11-14,TX,1014160,8221222,,7151,,1976,,,,861205,A,2020-11-14 16:00:00,5d487dc9e27d6f57fdfae7ea03e17029d3925ecb,2020-11-14T16:00:00Z,19470,,9235382,9235382,9235382,48,150,0,72836,9177,82013,48,US-TX,2020-11-18 00:05:27,US
2020-11-14,UT,151141,1029583,,507,6676,184,1297,,486,102514,A+,2020-11-14 11:34:00,effd9c18fb7315ea24cc122ac90c0d99394ec14a,2020-11-14T11:34:00Z,710,6676,1180724,1588754,1180724,49,9,85,10641,5352,21407,49,US-UT,2020-11-18 00:05:27,US
2020-11-14,VA,200799,2704518,293,1312,23504,261,,121,,22192,A+,2020-11-13 17:00:00,389cc23dd1fa8dc336ec76cf224c1c3ec568e544,2020-11-13T17:00:00Z,3799,23504,2905610,2887002,2905317,51,14,113,21985,1537,22993,51,US-VA,2020-11-18 00:05:27,US
2020-11-14,VI,1434,24635,41,,,,,,,1370,D,2020-11-14 07:10:00,3e12c9b0e2f4cd6943110dfa587b63b3cdaa5916,2020-11-14T07:10:00Z,23,,26110,26069,26069,78,0,0,558,24,582,78,US-VI,2020-11-18 00:05:27,US
2020-11-14,VT,2843,196783,,21,,2,,,,2000,B,2020-11-13 23:59:00,7be00ee9e77663d6a465c9da944a5bc896c31e7d,2020-11-13T23:59:00Z,59,,199626,468034,199626,50,0,0,919,100,6525,50,US-VT,2020-11-18 00:05:27,US
2020-11-14,WA,125498,2596589,,608,9266,,,121,,,B,2020-11-13 02:59:00,5ae7784f47553125c8e712cbcf3be88f55b7ff94,2020-11-13T02:59:00Z,2519,9266,2722087,2722087,2722087,53,12,88,25775,2142,27917,53,US-WA,2020-11-18 00:05:27,US
2020-11-14,WI,323604,1989320,186,2034,14226,435,1652,,,235170,A+,2020-11-14 00:00:00,a304f955b697ebdc9d7d0e28adbcd6932836e8cc,2020-11-14T00:00:00Z,2739,14226,2313110,3822407,2312924,55,56,181,13808,5581,54210,79,US-UM,2020-11-18 00:05:27,US
2020-11-14,WI,323604,1989320,186,2034,14226,435,1652,,,235170,A+,2020-11-14 00:00:00,a304f955b697ebdc9d7d0e28adbcd6932836e8cc,2020-11-14T00:00:00Z,2739,14226,2313110,3822407,2312924,55,56,181,13808,5581,54210,55,US-WI,2020-11-18 00:05:27,US
2020-11-14,WV,32792,882864,,344,,104,,34,,23077,B,2020-11-13 23:59:00,ecd57de46152f3ccd6628d11d1b93cb802a1ea79,2020-11-13T23:59:00Z,574,,915656,915656,915656,54,9,0,12210,1153,13363,54,US-WV,2020-11-18 00:05:27,US
2020-11-14,WY,21881,130208,,202,580,,,,,12247,B,2020-11-14 13:01:00,8952688ff2d23092873e69204ca0c4fff618628b,2020-11-14T13:01:00Z,144,580,152089,152089,152089,56,17,15,0,540,540,56,US-WY,2020-11-18 00:05:27,US
2020-11-13,AK,21286,823380,,113,542,,,8,,7161,A,2020-11-12 03:59:00,00dfd2fc4f742f5808927dfc7539ee313e9f90cd,2020-11-12T03:59:00Z,96,542,844666,844666,844666,2,0,5,-584,584,0,2,US-AK,2020-11-18 00:05:27,US
2020-11-13,AL,213617,1260600,,1177,22275,,2148,,1243,88038,A,2020-11-13 11:00:00,720642619c8a91b9ab21f846130a73b227a36741,2020-11-13T11:00:00Z,3231,22275,1474217,1440875,1474217,1,18,85,15365,2980,19285,1,US-AL,2020-11-18 00:05:27,US
2020-11-13,AR,130318,1367077,,826,7817,292,,114,891,112383,A+,2020-11-13 00:00:00,c78d1fd6f0d45eaaaf01642c60e24f3f00c93a27,2020-11-13T00:00:00Z,2148,7817,1497395,1483864,1497395,5,4,102,12158,2312,13717,5,US-AR,2020-11-18 00:05:27,US
2020-11-13,AS,0,1768,,,,,,,,,D,2020-11-01 00:00:00,6cda7904a883d41efd1327ea4f1200acdcb873af,2020-11-01T00:00:00Z,0,,1768,1768,1768,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-11-13,AZ,269577,1680262,,1381,22820,335,,176,,44675,A+,2020-11-13 00:00:00,e1e79805c0342c1a328c1046b68e8065e3411cfa,2020-11-13T00:00:00Z,6257,22820,1949839,1942716,1949839,4,17,244,16284,3015,19210,4,US-AZ,2020-11-18 00:05:27,US
2020-11-13,CA,998502,19479998,,4138,,1031,,,,,B,2020-11-13 02:59:00,bad2b70f2b3e6e4ab8f6e60d3c6c048545962e82,2020-11-13T02:59:00Z,18137,,20478500,20478500,20478500,6,29,0,129535,6893,136428,6,US-CA,2020-11-18 00:05:27,US
2020-11-13,CO,147599,1252650,,1322,10597,,,,,9148,A,2020-11-12 01:59:00,af6b76a698e9f53a4ce0576811a79a4369d850f1,2020-11-12T01:59:00Z,2234,10597,1400249,2391802,1400249,8,33,59,0,5197,44534,8,US-CO,2020-11-18 00:05:27,US
2020-11-13,CT,88645,2618022,,659,12257,,,,,9800,C,2020-11-12 20:30:00,4932d49a5d7a0c8448a4d767bc85d821d2fd85a1,2020-11-12T20:30:00Z,4737,12257,2706667,2706667,2706667,9,11,0,40440,2746,43186,9,US-CT,2020-11-18 00:05:27,US
2020-11-13,DC,18666,558935,,115,,34,,19,,14160,A+,2020-11-12 00:00:00,40b0633e992722a67712c7c7d995d629790a8631,2020-11-12T00:00:00Z,657,,577601,577601,577601,11,0,0,5912,159,6071,11,US-DC,2020-11-18 00:05:27,US
2020-11-13,DE,28016,347207,,130,,22,,,,14571,A+,2020-11-12 18:00:00,e19a004ab3e8af5a3d652b1b8cd2dc0747616d44,2020-11-12T18:00:00Z,734,,375223,608774,375223,10,2,0,2519,470,4127,10,US-DE,2020-11-18 00:05:27,US
2020-11-13,FL,858585,5664400,5062,3129,52163,,,,,,A,2020-11-12 23:59:00,b0e85f0107c46e3231669750b6faeec80326686f,2020-11-12T23:59:00Z,17659,52163,6528047,10861776,6522985,12,74,271,22512,6760,78469,12,US-FL,2020-11-18 00:05:27,US
2020-11-13,GA,382505,3456045,,2037,33089,,6211,,,,A+,2020-11-13 14:50:00,08e17950b158552a15b11f2f0a3fafc6d28a59f3,2020-11-13T14:50:00Z,8905,33089,3838550,3838550,3838550,13,24,142,28822,2315,31137,13,US-GA,2020-11-18 00:05:27,US
2020-11-13,GU,5924,70368,,78,,18,,11,,3942,A,2020-11-13 08:00:00,5ef59e97bd8498a5b6d229e1c994719771b40d8e,2020-11-13T08:00:00Z,93,,76292,76292,76292,66,2,0,769,74,843,66,US-GU,2020-11-18 00:05:27,US
2020-11-13,HI,16534,295153,,69,1187,16,,1,,11958,B,2020-11-12 21:00:00,56dcb30a4b98ef0d7edc456e7c2bdb2752e78f5b,2020-11-12T21:00:00Z,222,1187,311687,584937,311687,15,0,9,0,97,4862,84,US-UM,2020-11-18 00:05:27,US
2020-11-13,HI,16534,295153,,69,1187,16,,1,,11958,B,2020-11-12 21:00:00,56dcb30a4b98ef0d7edc456e7c2bdb2752e78f5b,2020-11-12T21:00:00Z,222,1187,311687,584937,311687,15,0,9,0,97,4862,15,US-HI,2020-11-18 00:05:27,US
